id,A,B,C,D,E,X,Y,Z,steps,timestamp,prev_location,location,usefor
2344,-61,-67,-67,-87,-77,-1.36,4.14,8.73,26157,1536608703,5,5,train
2345,-62,-75,-68,-87,-76,-0.68,4.16,9.58,26157,1536608706,5,5,train
2346,-61,-74,-63,-85,-78,-0.55,4.56,7.16,26157,1536608708,5,5,train
2347,-60,-64,-64,-82,-79,-0.98,4.34,7.81,26157,1536608712,5,5,train
2348,-73,-64,-63,-86,-79,-1.78,4.3,8.32,26157,1536608718,5,5,train
2349,-66,-59,-61,-84,-72,0.45,3.08,8.97,26157,1536608720,5,5,train
2350,-69,-56,-70,-76,-73,-2.39,3.93,6.46,26157,1536608723,5,6,train
2351,-76,-58,-56,-76,-75,0.71,4.13,7.66,26157,1536608725,6,6,train
2352,-84,-58,-72,-76,-95,0.4,3.35,9.05,26157,1536608726,6,6,test
2353,-92,-60,-72,-92,-83,-1.53,3.39,8.21,26157,1536608727,6,6,train
2354,-95,-62,-65,-76,-80,-1.16,4.18,8.76,26157,1536608729,6,6,train
2355,-74,-62,-74,-86,-87,-0.53,3.37,9.55,26157,1536608730,6,6,train
2356,-82,-62,-64,-84,-87,-0.23,3.18,9.11,26157,1536608731,6,6,train
2357,-68,-64,-63,-79,-88,0.08,3.5,8.6,26157,1536608733,6,6,train
2358,-74,-60,-58,-84,-88,0.18,3.97,8.34,26157,1536608733,6,6,train
2359,-79,-57,-70,-80,-84,1.19,3.2,9.57,26157,1536608735,6,7,train
2360,-74,-68,-70,-80,-77,-0.19,2.8,9.2,26157,1536608737,7,7,train
2361,-87,-60,-67,-83,-84,0.02,2.87,8.37,26157,1536608738,7,7,train
2362,-78,-61,-67,-76,-86,0.02,3.85,8.08,26157,1536608739,7,7,train
2363,-90,-61,-67,-84,-82,0.27,3.21,9.36,26157,1536608741,7,7,train
2364,-76,-64,-68,-79,-85,-0.1,3.34,8.9,26157,1536608742,7,7,train
2365,-72,-62,-67,-78,-95,-0.58,3.29,8.7,26157,1536608744,7,7,train
2366,-79,-61,-67,-77,-92,0.11,2.98,9.4,26157,1536608746,7,7,train
2367,-88,-66,-67,-77,-85,-0.3,3.08,8.92,26157,1536608751,7,7,train
2368,-76,-63,-68,-79,-90,0.53,3,9.17,26157,1536608755,7,7,train
2369,-75,-59,-59,-85,-77,1.04,3.43,9.05,26157,1536608757,7,7,train
2370,-74,-48,-69,-81,-80,-1.03,3.39,8.77,26157,1536608762,7,7,train
2371,-77,-67,-57,-79,-76,0.48,5.7,8.39,26157,1536608766,7,3,train
2372,-76,-74,-64,-79,-75,0.78,5.85,7.85,26157,1536608767,3,3,test
2373,-76,-66,-60,-81,-75,-0.36,5.67,6.12,26157,1536608768,3,3,train
2374,-76,-70,-59,-82,-75,1.41,5.8,7.39,26157,1536608770,3,3,train
2375,-75,-67,-57,-83,-75,1.35,5.59,7.74,26157,1536608771,3,3,train
2376,-90,-64,-57,-80,-75,2.48,5.3,7.55,26157,1536608772,3,3,train
2377,-79,-64,-57,-79,-71,-0.28,5.64,8.39,26157,1536608774,3,3,train
2378,-75,-64,-59,-79,-71,2.05,6.2,6.81,26157,1536608775,3,3,train
2379,-77,-70,-60,-90,-83,0.35,5.64,8.22,26157,1536608776,3,3,train
2380,-75,-56,-61,-77,-71,2.03,5.49,8.03,26157,1536608777,3,3,train
2381,-72,-60,-60,-77,-71,1.82,5.51,8.82,26157,1536608778,3,3,train
2382,-72,-60,-63,-86,-70,1.45,5.89,8.08,26157,1536608779,3,3,train
2383,-72,-57,-60,-77,-70,1.04,5.64,8.19,26157,1536608781,3,3,train
2384,-74,-57,-60,-84,-70,0.67,5.81,8.75,26157,1536608781,3,3,train
2385,-75,-58,-71,-89,-82,1.14,5.41,8.37,26157,1536608783,3,3,train
2386,-82,-64,-66,-88,-80,0.93,5.72,6.77,26157,1536608786,3,2,train
2387,-84,-72,-56,-94,-73,-0.59,5.76,8.05,26157,1536608788,2,2,train
2388,-73,-76,-65,-84,-73,0.41,5.98,8.16,26157,1536608789,2,2,train
2389,-71,-82,-55,-82,-76,0.33,5.83,6.53,26157,1536608791,2,2,train
2390,-74,-79,-60,-84,-75,0.11,5.69,8.15,26157,1536608792,2,2,train
2391,-73,-83,-55,-89,-72,0.64,4.68,9.69,26157,1536608793,2,2,train
2392,-74,-76,-55,-90,-76,-1.08,3.13,10,26157,1536608794,2,2,test
2393,-73,-72,-65,-90,-73,0.31,3.54,9.42,26157,1536608796,2,2,train
2394,-73,-70,-81,-88,-67,0.66,4.03,8.88,26157,1536608797,2,2,train
2395,-76,-79,-81,-81,-67,1.29,3.71,8.96,26157,1536608798,2,2,train
2396,-87,-67,-64,-80,-75,1.75,3.59,9.73,26157,1536608801,2,2,train
2397,-75,-75,-73,-90,-75,1.39,3.82,8.84,26157,1536608803,2,2,train
2398,-87,-75,-67,-89,-73,0.59,3.91,8.33,26157,1536608804,2,2,train
2399,-73,-66,-62,-95,-66,0.99,4,8.54,26157,1536608806,2,2,train
2400,-59,-72,-86,-92,-78,-1.71,3.2,8.24,26157,1536608810,2,1,train
2401,-54,-78,-80,-86,-79,-1.68,4.34,8.98,26157,1536608811,1,1,train
2402,-54,-76,-81,-97,-80,-0.69,4.69,6.87,26157,1536608812,1,1,train
2403,-48,-70,-80,-83,-84,-0.83,4.14,9.04,26157,1536608813,1,1,train
2404,-44,-84,-76,-83,-86,-1.41,4.5,8.67,26157,1536608816,1,1,train
2405,-47,-74,-73,-91,-82,-1.31,4.58,7.27,26157,1536608817,1,1,train
2406,-50,-71,-88,-92,-84,-0.25,6.22,9.83,26157,1536608818,1,1,train
2407,-50,-71,-91,-87,-84,-1.25,6.96,4.66,26157,1536608819,1,1,train
2408,-56,-81,-91,-83,-84,-1.57,7.45,6.22,26157,1536608820,1,1,train
2409,-50,-78,-83,-89,-83,-1.61,7.34,6.43,26157,1536608821,1,1,train
2410,-54,-69,-65,-84,-84,0.16,4.6,6.98,26157,1536608824,1,1,train
2411,-64,-67,-67,-76,-88,0.56,5.97,7.99,26157,1536608826,1,1,train
2412,-66,-61,-68,-95,-72,-0.15,5.24,8.08,26157,1536608828,1,1,test
2413,-65,-70,-77,-87,-77,0.53,5.54,7.33,26157,1536608830,1,1,train
2414,-72,-61,-67,-91,-78,0.4,5.53,7.92,26157,1536608832,1,1,train
2415,-70,-58,-74,-82,-84,-0.58,5.21,8.4,26157,1536608833,1,1,train
2416,-57,-75,-74,-79,-76,-0.67,3.9,8.64,26157,1536608837,1,0,train
2417,-47,-87,-74,-79,-66,-0.65,3.32,9.32,26157,1536608838,0,0,train
2418,-53,-87,-84,-95,-70,-0.81,4.4,10.51,26157,1536608841,0,0,train
2419,-50,-87,-81,-88,-72,-0.92,4.27,9.34,26157,1536608842,0,0,train
2420,-54,-68,-79,-90,-73,-0.37,3.87,9.48,26157,1536608844,0,0,train
2421,-49,-75,-79,-81,-71,-0.28,3.63,9.47,26157,1536608846,0,0,train
2422,-53,-68,-85,-86,-78,-0.28,3.92,8.86,26157,1536608847,0,0,train
2423,-50,-70,-92,-87,-70,0.09,3.73,10,26157,1536608850,0,0,train
2424,-53,-70,-94,-84,-78,0.46,4.09,8.83,26157,1536608851,0,0,train
2425,-48,-68,-90,-84,-75,0.05,4.94,8.28,26157,1536608853,0,0,train
2426,-54,-69,-86,-84,-75,-0.16,4.22,9.05,26157,1536608854,0,0,train
2427,-54,-70,-77,-84,-73,0.18,3.94,9.43,26157,1536608856,0,0,train
2428,-50,-69,-76,-86,-76,0.1,4.6,8.58,26157,1536608857,0,0,train
2429,-51,-83,-76,-86,-74,-0.1,4.61,7.58,26157,1536608859,0,0,train
2430,-50,-86,-76,-82,-72,-0.07,4.23,8.78,26157,1536608860,0,0,train
2431,-53,-81,-76,-86,-79,0.05,4.47,8.95,26157,1536608861,0,0,train
2432,-51,-69,-76,-82,-79,-0.01,4.39,8.64,26157,1536608862,0,0,test
2433,-52,-68,-80,-90,-72,-0.12,4.69,8.93,26157,1536608864,0,0,train
2434,-49,-68,-89,-82,-74,-0.08,4.4,8.5,26157,1536608865,0,0,train
2435,-54,-81,-89,-82,-74,0.04,4.07,9.18,26157,1536608867,0,0,train
2436,-51,-68,-88,-92,-72,-0.6,4.63,8.71,26157,1536608868,0,0,train
2437,-53,-74,-74,-80,-80,-0.68,4.76,9.22,26157,1536608871,0,0,train
2438,-55,-72,-80,-89,-73,-0.29,4.23,10.09,26157,1536608873,0,0,train
2439,-52,-80,-75,-80,-74,-0.52,4.26,9.08,26157,1536608876,0,0,train
2440,-51,-68,-76,-90,-69,-0.11,4.59,9.93,26157,1536608880,0,0,train
2441,-53,-67,-76,-94,-73,-0.12,4.42,9.11,26157,1536608883,0,0,train
2442,-52,-79,-79,-80,-69,-0.27,4.69,8.14,26157,1536608886,0,0,train
2443,-52,-82,-76,-89,-72,0,4.2,7.7,26157,1536608888,0,0,train
2444,-52,-71,-80,-88,-75,-1.52,2.48,10.29,26159,1536608892,0,4,train
2445,-67,-71,-69,-82,-72,-0.76,0.69,7.98,26160,1536608894,4,4,train
2446,-68,-72,-70,-88,-85,0.63,6.04,7.44,26160,1536608897,4,4,train
2447,-73,-68,-72,-95,-70,0.37,6.82,7.7,26160,1536608898,4,4,train
2448,-72,-68,-76,-83,-81,0.02,6.32,6.97,26160,1536608901,4,4,train
2449,-68,-72,-79,-89,-83,0.24,6.18,7.57,26160,1536608902,4,4,train
2450,-68,-66,-79,-83,-76,0.33,6.3,7.47,26160,1536608905,4,4,train
2451,-68,-66,-73,-90,-77,0.03,6.26,7.38,26160,1536608908,4,4,train
2452,-70,-79,-73,-90,-71,0.5,6.3,7.08,26160,1536608911,4,4,test
2453,-70,-79,-73,-83,-76,-0.04,6.13,7.91,26160,1536608914,4,4,train
2454,-71,-66,-78,-90,-70,0.36,6.22,7.4,26160,1536608916,4,4,train
2455,-72,-72,-77,-85,-70,0.42,6.03,7.5,26160,1536608919,4,4,train
2456,-68,-79,-77,-92,-76,0.36,6.07,7.02,26160,1536608922,4,4,train
2457,-73,-67,-76,-83,-77,0.24,6.03,7.04,26160,1536608924,4,4,train
2458,-74,-78,-74,-84,-78,0.15,5.99,7.12,26160,1536608928,4,4,train
2459,-75,-67,-76,-86,-71,-0.08,5.77,7.18,26160,1536608931,4,4,train
2460,-74,-75,-75,-86,-71,-0.04,5.84,7.81,26160,1536608932,4,4,train
2461,-73,-76,-75,-93,-77,0.01,6.07,8.2,26160,1536608936,4,4,train
2462,-70,-71,-75,-84,-78,-0.09,5.73,7.86,26160,1536608942,4,4,train
2463,-78,-78,-72,-77,-67,0.37,2.4,9.58,26163,1536608949,4,8,train
2464,-66,-76,-79,-81,-62,-0.13,3.35,9.17,26163,1536608951,8,8,train
2465,-69,-68,-74,-75,-58,0.36,2.28,9.55,26163,1536608953,8,8,train
2466,-68,-68,-77,-77,-57,-0.78,2.95,9.15,26163,1536608954,8,8,train
2467,-68,-71,-77,-75,-56,0.42,2.24,9.78,26163,1536608955,8,8,train
2468,-72,-70,-74,-76,-57,0.13,2.64,10.34,26163,1536608957,8,8,train
2469,-73,-82,-84,-74,-57,-0.18,3.44,9.71,26163,1536608958,8,8,train
2470,-70,-82,-77,-82,-61,0.51,2.82,9.02,26163,1536608959,8,8,train
2471,-75,-82,-76,-79,-60,-0.13,2.93,9.92,26163,1536608961,8,8,train
2472,-73,-81,-78,-79,-57,0.19,2.63,10.24,26163,1536608962,8,8,test
2473,-76,-81,-78,-74,-59,0.8,2.53,9.37,26163,1536608963,8,8,train
2474,-73,-81,-77,-75,-57,0.36,2.2,9.24,26163,1536608965,8,8,train
2475,-78,-68,-76,-78,-57,0.34,2.43,9.48,26163,1536608966,8,8,train
2476,-71,-68,-76,-78,-56,0.32,2.35,9.56,26163,1536608967,8,8,train
2477,-71,-80,-82,-76,-56,0.04,2.57,9.76,26163,1536608968,8,8,train
2478,-72,-79,-82,-76,-56,0.07,2.46,9.37,26163,1536608970,8,8,train
2479,-71,-68,-83,-75,-57,0.39,2.44,9.3,26163,1536608971,8,8,train
2480,-72,-68,-80,-75,-59,-0.16,2.78,9.48,26163,1536608973,8,8,train
2481,-63,-80,-82,-80,-63,-0.18,3.04,9.05,26163,1536608974,8,8,train
2482,-76,-77,-82,-85,-77,-1.94,2.31,9.16,26163,1536608976,8,8,train
2483,-72,-78,-63,-85,-87,-0.85,2.56,9.63,26163,1536608977,8,8,train
2484,-62,-65,-64,-91,-73,-1.82,2.63,8.63,26163,1536608980,8,4,train
2485,-63,-70,-78,-85,-76,2.05,5.89,8.51,26163,1536608986,4,4,train
2486,-52,-72,-73,-80,-85,-1.61,4.73,5.35,26164,1536610467,0,0,train
2487,-48,-71,-77,-80,-72,-0.13,6.44,6.71,26164,1536610468,0,0,train
2488,-48,-71,-77,-91,-81,-1.37,8.1,5.46,26164,1536610470,0,0,train
2489,-48,-70,-77,-91,-81,-3.89,7.86,4.01,26164,1536610471,0,0,train
2490,-56,-75,-78,-86,-76,-3.27,7.57,6.31,26164,1536610472,0,0,train
2491,-60,-75,-77,-84,-76,0.83,8.39,7.18,26164,1536610474,0,0,train
2492,-60,-76,-77,-88,-76,-0.63,7.97,5.11,26164,1536610475,0,0,test
2493,-47,-74,-76,-80,-75,-2.58,6.23,6.1,26164,1536610477,0,0,train
2494,-48,-67,-80,-81,-76,-0.04,6.43,7.57,26164,1536610478,0,0,train
2495,-60,-66,-78,-80,-85,-1.19,5.65,7.56,26164,1536610482,0,1,train
2496,-76,-66,-75,-83,-73,-1.3,5.19,8.06,26164,1536610490,1,1,train
2497,-70,-72,-69,-88,-76,0.42,3.61,8.53,26164,1536610493,1,1,train
2498,-70,-66,-72,-86,-83,0.88,4.36,8.84,26164,1536610495,1,2,train
2499,-77,-66,-61,-86,-76,0.15,4.76,8.45,26164,1536610496,2,2,train
2500,-94,-74,-64,-86,-74,1.43,5.07,8.73,26164,1536610498,2,2,train
2501,-88,-75,-74,-86,-74,0.04,4.41,8.79,26164,1536610499,2,2,train
2502,-78,-67,-72,-80,-81,1.09,4.88,7.68,26164,1536610500,2,2,train
2503,-93,-67,-66,-78,-79,2.1,5.15,8.13,26164,1536610501,2,2,train
2504,-76,-63,-63,-80,-76,1.35,6.13,7.99,26164,1536610502,2,2,train
2505,-75,-63,-66,-79,-76,1.24,5.11,9.16,26164,1536610507,2,3,train
2506,-75,-63,-67,-76,-80,1.11,5.32,8,26164,1536610508,3,3,train
2507,-79,-56,-66,-76,-74,1.21,6.67,6.67,26164,1536610509,3,3,train
2508,-85,-61,-64,-81,-78,-0.03,6.26,7.13,26164,1536610510,3,3,train
2509,-85,-61,-64,-81,-90,-0.19,4.88,8.34,26164,1536610512,3,7,train
2510,-79,-65,-58,-87,-78,1.69,6.08,7.56,26164,1536610513,7,3,train
2511,-79,-69,-54,-87,-78,-0.04,6.33,8.57,26164,1536610513,3,3,train
2512,-78,-63,-59,-82,-81,-0.59,5.46,8.46,26164,1536610514,3,3,test
2513,-77,-63,-62,-82,-81,0.43,5.13,9.37,26164,1536610515,3,3,train
2514,-78,-69,-63,-96,-91,0.57,3.78,9.02,26164,1536610517,3,3,train
2515,-80,-64,-63,-76,-80,0.36,6.29,7.62,26164,1536610541,3,7,train
2516,-82,-67,-75,-81,-81,0.04,5.39,8.61,26164,1536610543,7,7,train
2517,-75,-63,-68,-83,-84,0.85,5.87,8.15,26164,1536610544,7,7,train
2518,-81,-69,-72,-78,-76,-0.02,5.35,7.94,26164,1536610546,7,7,train
2519,-86,-66,-66,-71,-77,1.56,5.47,8.54,26164,1536610548,7,7,train
2520,-72,-66,-77,-89,-82,0.82,7.84,5.48,26164,1536610551,7,11,train
2521,-73,-70,-62,-76,-80,-0.76,6.69,6.45,26164,1536610552,11,11,train
2522,-78,-58,-71,-73,-80,-2.22,7.87,5.37,26164,1536610553,11,11,train
2523,-74,-56,-59,-76,-76,0.5,4.85,8.56,26164,1536610562,11,7,train
2524,-86,-62,-59,-77,-79,1.14,4.01,8.9,26164,1536610564,7,7,train
2525,-71,-60,-77,-83,-77,0.01,5.16,8.36,26164,1536610567,7,6,train
2526,-73,-58,-54,-83,-85,1,4.61,9.15,26164,1536610568,6,6,train
2527,-77,-53,-58,-74,-86,0.62,4,8.48,26164,1536610569,6,6,train
2528,-77,-59,-74,-74,-81,0.13,5.6,7.38,26164,1536610570,6,6,train
2529,-67,-59,-77,-74,-78,1.19,6.45,7.81,26164,1536610571,6,6,train
2530,-66,-71,-67,-79,-77,-0.07,6.33,6.32,26164,1536610575,6,6,train
2531,-74,-67,-67,-77,-77,0.42,5.44,8.31,26164,1536610575,6,6,train
2532,-81,-77,-66,-87,-86,1.46,5.47,8.31,26164,1536610578,6,6,test
2533,-75,-65,-72,-76,-86,-1.12,7.91,4.19,26164,1536610579,6,10,train
2534,-80,-54,-84,-80,-72,-5.11,6.65,4.82,26164,1536610581,10,10,train
2535,-72,-54,-84,-78,-77,-8.69,4.2,3.59,26164,1536610582,10,10,train
2536,-72,-77,-68,-88,-79,-0.21,5.49,8.37,26164,1536610587,10,6,train
2537,-70,-62,-65,-77,-74,-0.55,5.14,8.14,26164,1536610592,6,5,train
2538,-62,-62,-65,-74,-83,0.88,5.14,8.19,26164,1536610593,5,5,train
2539,-60,-64,-70,-86,-75,-0.62,4.2,8.93,26164,1536610594,5,5,train
2540,-60,-69,-72,-94,-74,0.21,4.55,8.38,26164,1536610595,5,5,train
2541,-75,-61,-75,-77,-74,-0.34,4.39,8.53,26164,1536610596,5,5,train
2542,-64,-72,-78,-77,-75,0.1,3.77,8.87,26164,1536610597,5,5,train
2543,-73,-56,-73,-80,-75,0.78,4.89,8.86,26164,1536610598,5,5,train
2544,-79,-66,-62,-85,-69,-0.34,4.97,9,26164,1536610599,5,5,train
2545,-67,-65,-69,-85,-72,0.46,5.13,8.3,26164,1536610600,5,5,train
2546,-72,-73,-76,-85,-79,-0.63,4.4,8.19,26164,1536610601,5,5,train
2547,-67,-77,-68,-82,-73,0.52,3.02,10,26164,1536610602,5,5,train
2548,-62,-80,-74,-78,-65,-1.22,3.84,9.22,26164,1536610605,5,4,train
2549,-62,-80,-74,-78,-65,-1.39,3.58,9.57,26164,1536610605,4,4,train
2550,-70,-77,-78,-80,-72,-1.41,4.64,9.02,26164,1536610607,4,4,train
2551,-55,-70,-71,-86,-70,-1.02,5.93,7.76,26164,1536610609,4,4,train
2552,-56,-66,-70,-83,-84,-0.21,5.17,7.87,26164,1536610610,4,4,test
2553,-70,-67,-73,-86,-77,-1.37,7.52,6.56,26164,1536610611,4,4,train
2554,-56,-67,-71,-86,-75,1.23,8.02,6.41,26164,1536610612,4,4,train
2555,-69,-85,-71,-85,-80,-0.86,7.85,6.76,26164,1536610613,4,4,train
2556,-75,-79,-72,-87,-76,-0.69,4.82,8.17,26164,1536610619,4,8,train
2557,-66,-72,-69,-86,-65,-0.78,5.32,8.14,26164,1536610620,8,8,train
2558,-75,-72,-92,-76,-66,-0.86,5.33,8.1,26164,1536610621,8,8,train
2559,-66,-70,-83,-74,-63,-2.1,4.71,7.97,26164,1536610622,8,8,train
2560,-82,-74,-76,-75,-66,-0.52,4.97,8.75,26164,1536610623,8,8,train
2561,-68,-70,-75,-70,-68,-0.57,4.99,8.1,26164,1536610627,8,9,train
2562,-74,-69,-77,-66,-63,-0.91,4.1,8.46,26164,1536610628,9,9,train
2563,-83,-68,-88,-72,-67,-0.21,4.2,9.01,26164,1536610629,9,9,train
2564,-78,-69,-77,-75,-67,-0.06,5.77,7.62,26164,1536610629,9,9,train
2565,-87,-73,-72,-76,-72,-1.53,5.92,6.46,26164,1536610634,9,9,train
2566,-87,-73,-72,-75,-64,0.27,5.52,7.19,26164,1536610635,9,9,train
2567,-85,-71,-76,-76,-63,1.39,5.03,8.67,26164,1536610637,9,10,train
2568,-83,-64,-76,-76,-75,0.48,4.92,8.08,26164,1536610638,10,10,train
2569,-78,-62,-76,-76,-72,-0.12,4.03,8.76,26164,1536610639,10,10,train
2570,-74,-63,-73,-66,-72,1.65,4.01,8.93,26164,1536610640,10,10,train
2571,-77,-69,-77,-66,-76,0.02,7.75,6.36,26164,1536610645,10,10,train
2572,-79,-74,-71,-64,-79,0.73,6.69,6.89,26164,1536610649,10,11,test
2573,-77,-71,-72,-79,-69,0.62,6.7,7,26164,1536610650,11,11,train
2574,-90,-72,-76,-69,-80,0.4,7.69,5.77,26164,1536610652,11,11,train
2575,-80,-72,-75,-71,-71,0.65,7.18,6.55,26164,1536610654,11,11,train
2576,-77,-67,-79,-66,-70,0.44,7.46,6.05,26164,1536610656,11,11,train
2577,-92,-65,-75,-77,-64,0.25,6.83,6.71,26164,1536610657,11,11,train
2578,-80,-80,-90,-63,-76,0.56,6.78,5.99,26164,1536610660,11,15,train
2579,-80,-77,-78,-61,-63,-0.32,7.18,6.8,26164,1536610661,15,15,train
2580,-86,-75,-82,-70,-85,0.09,7.21,5.89,26164,1536610662,15,15,train
2581,-87,-74,-80,-66,-68,-1.85,6.35,5.59,26164,1536610663,15,15,train
2582,-87,-76,-76,-66,-68,-0.05,6.46,8.49,26164,1536610664,15,15,train
2583,-87,-64,-73,-51,-77,-2.1,6.05,6.35,26164,1536610665,15,15,train
2584,-97,-71,-76,-72,-62,1.36,5.58,8.56,26164,1536610666,15,15,train
2585,-87,-73,-89,-66,-70,0.56,3.62,8.75,26164,1536610668,15,14,train
2586,-83,-74,-76,-69,-70,0.42,4.8,8.9,26164,1536610669,14,14,train
2587,-79,-71,-90,-66,-63,0.95,5.15,8.24,26164,1536610671,14,14,train
2588,-81,-66,-78,-75,-68,0.4,5.14,8.32,26164,1536610672,14,14,train
2589,-81,-68,-87,-76,-64,0.94,4.09,8.19,26164,1536610673,14,14,train
2590,-81,-65,-82,-72,-66,0.86,5.11,7.45,26164,1536610674,14,14,train
2591,-84,-67,-82,-72,-66,-0.35,6.26,7.6,26164,1536610675,14,14,train
2592,-82,-70,-75,-70,-85,-0.1,7.83,6.05,26164,1536610677,14,14,test
2593,-82,-66,-84,-68,-74,-0.6,7.52,5.64,26164,1536610678,14,14,train
2594,-87,-79,-81,-69,-71,0.4,7.86,6.77,26164,1536610679,14,14,train
2595,-87,-66,-76,-72,-66,0.72,8.25,5.52,26164,1536610680,14,14,train
2596,-71,-70,-78,-67,-77,-0.07,6.52,4.9,26164,1536610682,14,13,train
2597,-74,-67,-78,-75,-66,0.16,6.51,6.91,26164,1536610683,13,13,train
2598,-84,-68,-81,-68,-63,0.29,7.02,6.74,26164,1536610683,13,13,train
2599,-76,-66,-79,-74,-66,-0.49,7.58,4.79,26164,1536610684,13,13,train
2600,-94,-68,-77,-65,-67,0.14,7.87,7.07,26164,1536610685,13,13,train
2601,-77,-72,-82,-70,-64,-0.32,7.52,6.47,26164,1536610686,13,13,train
2602,-82,-72,-79,-65,-66,0.7,7.98,6.49,26164,1536610687,13,13,train
2603,-91,-73,-82,-72,-61,-0.6,7.84,6.15,26164,1536610688,13,13,train
2604,-89,-72,-74,-88,-74,0.8,8.57,5.6,26164,1536610689,13,13,train
2605,-77,-72,-80,-74,-63,-2.35,8.18,5.54,26164,1536610690,13,13,train
2606,-70,-66,-77,-84,-69,0.74,7.18,6.07,26164,1536610692,13,13,train
2607,-75,-66,-80,-72,-76,-0.2,7.29,7.21,26164,1536610693,13,13,train
2608,-85,-66,-79,-67,-57,1.02,6.93,7.12,26164,1536610694,13,13,train
2609,-85,-68,-79,-81,-64,0.32,8.33,4.74,26164,1536610695,13,13,train
2610,-92,-64,-76,-75,-66,-0.33,8.3,4.11,26164,1536610697,13,13,train
2611,-71,-73,-82,-66,-67,-0.94,8.94,4.46,26164,1536610698,13,13,train
2612,-71,-71,-81,-73,-59,-1.97,8.04,3.36,26164,1536610699,13,13,test
2613,-86,-83,-76,-75,-63,-2.7,5.83,7.56,26164,1536610700,13,13,train
2614,-72,-76,-74,-62,-63,0.04,3.77,10.03,26164,1536610701,13,13,train
2615,-78,-64,-79,-76,-76,0.73,3.78,9.07,26164,1536610703,13,13,train
2616,-84,-77,-79,-71,-60,0.38,4.08,9.3,26164,1536610706,13,14,train
2617,-84,-63,-76,-71,-66,1.59,4.72,9.19,26164,1536610706,14,14,train
2618,-82,-68,-93,-73,-70,1.19,4.01,9.2,26164,1536610707,14,14,train
2619,-82,-80,-77,-73,-70,-0.47,4.41,7.64,26164,1536610708,14,14,train
2620,-85,-75,-78,-66,-73,1.15,3.63,9.57,26164,1536610711,14,15,train
2621,-77,-79,-85,-72,-69,0.98,3.92,9.52,26164,1536610711,15,15,train
2622,-96,-74,-76,-61,-82,1.7,4.04,9.19,26164,1536610712,15,15,train
2623,-79,-74,-91,-61,-68,0.02,3.95,8.95,26164,1536610713,15,15,train
2624,-83,-74,-78,-56,-76,0.37,5.14,7.81,26164,1536610715,15,15,train
2625,-82,-73,-82,-69,-71,1.07,4.29,8.73,26164,1536610719,15,11,train
2626,-79,-82,-84,-64,-78,0.24,3.66,8.42,26164,1536610720,11,11,train
2627,-80,-70,-77,-70,-58,0.84,5.33,8.49,26164,1536610721,11,11,train
2628,-85,-67,-83,-61,-61,0.76,5.68,7.41,26164,1536610722,11,11,train
2629,-85,-62,-77,-61,-61,0.9,5.44,7.94,26164,1536610722,11,11,train
2630,-77,-60,-90,-66,-61,1.83,3.16,8.94,26164,1536610723,11,15,train
2631,-78,-64,-72,-56,-67,-0.31,3.51,9.71,26164,1536610725,15,10,train
2632,-84,-59,-76,-62,-72,0.25,3.75,7.96,26164,1536610726,10,10,test
2633,-81,-66,-71,-62,-68,0.11,3.73,9.72,26164,1536610726,10,10,train
2634,-78,-66,-71,-71,-68,-0.73,3.41,9.1,26164,1536610726,10,10,train
2635,-97,-66,-75,-71,-68,-0.61,4.61,8.66,26164,1536610727,10,10,train
2636,-97,-66,-75,-71,-68,-1.36,3.93,9.24,26164,1536610727,10,10,train
2637,-97,-62,-74,-71,-63,1.26,4.65,8.02,26164,1536610728,10,10,train
2638,-97,-74,-77,-60,-64,0.96,7.5,7.17,26164,1536610729,10,10,train
2639,-82,-73,-77,-60,-64,1.36,7.09,6.25,26164,1536610729,10,10,train
2640,-82,-62,-77,-60,-75,0.61,7.31,5.09,26164,1536610730,10,10,train
2641,-82,-59,-67,-74,-75,-0.24,8.32,6.37,26164,1536610730,10,10,train
2643,-78,-83,-73,-72,-65,0.2,4.85,8.58,26164,1536610737,10,10,train
2644,-81,-72,-73,-76,-70,1.24,8.38,5.29,26164,1536610746,10,10,train
2645,-81,-66,-72,-73,-62,0.43,7.74,5.98,26164,1536610747,10,9,train
2646,-79,-66,-77,-67,-57,1.07,7.83,6.07,26164,1536610748,9,9,train
2647,-71,-63,-76,-71,-66,0.73,6.62,5.44,26164,1536610749,9,9,train
2648,-71,-74,-81,-74,-68,-0.15,6.36,6.58,26164,1536610750,9,9,train
2649,-80,-77,-72,-84,-61,1.09,5.45,8.37,26164,1536610752,9,9,train
2650,-65,-79,-65,-76,-66,1.09,1.83,10.02,26164,1536610755,9,8,train
2651,-65,-73,-74,-79,-72,0.76,3.78,8.95,26164,1536610756,8,8,train
2652,-73,-75,-76,-83,-72,0.24,3.41,9.42,26164,1536610757,8,8,train
2653,-62,-77,-76,-81,-74,0.08,4.93,8.29,26164,1536610761,8,4,test
2654,-66,-86,-74,-77,-79,0.55,4.64,8.81,26164,1536610762,4,4,train
2655,-66,-73,-65,-85,-71,2.03,4.01,9.83,26164,1536610763,4,4,train
2656,-68,-70,-68,-88,-71,1.01,6.01,6.68,26164,1536610764,4,4,train
2657,-62,-70,-75,-84,-71,-0.38,6.97,7.1,26164,1536610765,4,4,train
2658,-72,-89,-75,-93,-71,0.37,7.96,6.34,26164,1536610765,4,4,train
